87359504,93716505
87359504,93716505
87359504,93716505
87359504,93716505
87359504,93716505
88604695,78970915
88604695,99876882
88604695,78970915
99876882,78970915
88604695,99876882
99876882,78970915
99876882,78970915
87359504,93716505
93716505,87359504
73596958,78970915
88604695,78970915
99876882,78970915
87359504,93716505
73662508,103874590
73662508,76087326
99876882,78970915
93716505,87359504
73662508,103874590
90505250,103874590
73662508,103874590
88604695,99876882
90505250,103874590
99876882,78970915
73662508,103874590
93716505,87359504
99876882,78970915
93716505,87359504
73400355,79757331
79757331,84475935
90505250,103874590
88604695,78970915
99876882,78970915
87359504,93716505
73400355,84475935
73400355,79757331
73400355,104398877
79757331,84475935
90505250,103874590
88604695,78970915
93716505,87359504
73400355,84475935
73400355,104398877
73400355,79757331
79757331,84475935
88604695,99876882
87359504,93716505
73400355,79757331
73400355,84475935
73400355,104398877
90505250,103874590
88604695,78970915
99876882,78970915
87359504,93716505
73400355,84475935
79757331,84475935
79757331,104398877
84475935,104398877
73400355,84475935
79757331,84475935
87359504,93716505
73400355,84475935
79757331,84475935
90505250,103874590
87359504,93716505
79757331,84475935
88604695,78970915
73400355,84475935
73400355,84475935
90505250,103874590
73400355,104398877
73400355,84475935
84475935,104398877
73400355,84475935
73400355,79757331
73400355,104398877
79757331,84475935
90505250,103874590
84475935,104398877
73400355,84475935
73400355,104398877
73400355,104398877
79757331,84475935
79757331,104398877
73400355,104398877
73400355,84475935
73400355,79757331
79757331,84475935
79757331,104398877
84475935,104398877
73400355,79757331
73400355,104398877
73400355,84475935
79757331,104398877
79757331,84475935
84475935,104398877
73400355,84475935
73400355,104398877
73400355,79757331
79757331,84475935
73400355,84475935
90505250,103874590
88604695,78970915
99876882,78970915
73400355,84475935
73400355,104398877
73400355,79757331
79757331,84475935
99876882,78970915
73400355,104398877
73400355,84475935
73400355,84475935
79757331,84475935
73400355,104398877
79757331,84475935
73400355,104398877
79757331,84475935
73400355,84475935
79757331,84475935
73400355,84475935
73400355,104398877
73400355,84475935
79757331,84475935
73400355,84475935
73400355,104398877
79757331,84475935
73400355,104398877
73400355,79757331
73400355,84475935
79757331,84475935
73662508,103874590
73400355,84475935
79757331,84475935
88604695,78970915
99876882,78970915
79757331,84475935
73400355,84475935
79757331,84475935
78970915,99876882
99352588,94306346
79757331,84475935
99352588,94306346
99876882,78970915
73400355,84475935
73400355,79757331
79757331,84475935
88604695,78970915
99352588,94306346
103874590,94306346
73400355,104398877
73400355,84475935
73400355,79757331
79757331,84475935
99352588,94306346
90505250,103874590
84475935,94306346
99352588,94306346
73400355,84475935
79757331,84475935
99352588,94306346
73400355,84475935
73400355,104398877
79757331,84475935
88604695,99876882
84475935,104398877
99352588,94306346
79757331,84475935
79757331,104398877
88604695,99876882
99352588,94306346
84475935,104398877
73400355,104398877
79757331,104398877
79757331,84475935
73596958,103874590
88604695,99876882
84475935,104398877
99352588,94306346
79757331,84475935
73596958,103874590
88604695,99876882
88604695,78970915
99352588,94306346
99876882,78970915
73400355,84475935
73400355,104398877
79757331,104398877
79757331,84475935
73596958,103874590
78970915,88604695
78970915,99876882
88604695,99876882
84475935,104398877
99352588,94306346
79757331,84475935
84475935,104398877
99352588,94306346
73400355,79757331
73400355,84475935
73400355,104398877
79757331,84475935
79757331,104398877
73596958,103874590
88604695,99876882
88604695,78970915
84475935,104398877
99352588,94306346
73400355,84475935
99352588,99876882
99352588,94306346
73400355,84475935
99352588,94306346
79757331,104398877
73662508,90505250
99352588,94306346
99352588,94306346
99876882,78970915
103153680,101253138
99352588,94306346
99876882,78970915
73400355,104398877
103153680,101253138
103153680,82444325
99352588,94306346
99876882,78970915
93716505,87359504
73400355,84475935
73400355,79757331
73400355,104398877
79757331,84475935
103153680,82444325
101253138,82444325
99352588,94306346
84475935,104398877
73400355,84475935
73400355,104398877
79757331,84475935
103153680,101253138
103153680,82444325
73400355,104398877
73400355,84475935
73400355,79757331
79757331,84475935
90505250,103874590
103153680,101253138
82444325,101253138
73400355,84475935
73400355,79757331
73400355,104398877
79757331,84475935
103153680,101253138
103153680,82444325
99352588,94306346
101253138,82444325
73400355,84475935
90505250,103874590
103153680,101253138
103153680,82444325
101253138,82444325
99352588,94306346
73400355,104398877
90505250,79167521
88604695,78970915
80412699,96403473
99352588,94306346
101253138,82444325
73400355,104398877
80412699,96403473
104398877,84475935
101253138,82444325
101253138,103153680
94306346,73400355
104398877,73400355
104398877,82444325
84475935,96403473
78970915,88604695
80412699,82444325
80412699,96403473
101253138,103153680
101253138,96403473
103874590,90505250
84475935,73400355
80412699,82444325
80412699,96403473
73400355,84475935
73400355,101253138
73662508,103874590
90505250,103874590
103153680,101253138
103153680,80412699
88604695,78970915
101253138,80412699
80412699,82444325
80412699,96403473
99352588,94306346
79757331,84475935
103153680,101253138
80412699,82444325
80412699,96403473
99352588,94306346
87359504,93716505
79757331,84475935
73662508,103874590
90505250,103874590
103153680,101253138
103153680,96403473
88604695,99876882
88604695,78970915
80412699,101253138
80412699,96403473
99352588,94306346
87359504,93716505
101253138,96403473
84475935,79757331
94306346,99352588
103153680,101253138
103874590,73662508
101253138,80412699
101253138,96403473
88604695,99876882
80412699,96403473
101253138,96403473
94306346,99352588
88604695,99876882
80412699,82444325
80412699,96403473
96403473,82444325
101253138,80412699
101253138,103153680
101253138,96403473
93716505,87359504
94306346,99352588
103153680,80412699
103153680,96403473
78970915,88604695
104398877,79757331
88604695,99876882
80412699,82444325
80412699,96403473
101253138,103153680
93716505,87359504
94306346,99352588
84475935,73400355
84475935,79757331
78970915,88604695
88604695,99876882
80412699,96403473
101253138,82444325
101253138,103153680
101842971,80019481
93716505,87359504
94306346,99352588
78970915,88604695
84475935,73400355
96403473,80412699
88604695,99876882
101253138,103153680
94306346,99352588
84475935,73400355
84475935,104398877
104398877,80412699
96403473,80412699
79757331,73400355
88604695,99876882
101253138,103153680
94306346,99352588
104398877,73400355
84475935,73400355
84475935,79757331
96403473,80412699
80019481,74973200
80019481,82706478
88604695,99876882
101253138,82444325
101253138,103153680
94306346,99352588
103874590,84475935
84475935,73400355
84475935,79757331
78970915,88604695
78970915,99876882
80019481,74973200
88604695,99876882
80412699,96403473
101253138,82444325
101253138,103153680
93716505,87359504
94306346,99352588
103153680,82444325
104398877,73400355
84475935,73400355
84475935,79757331
84475935,90505250
96403473,80412699
79757331,90505250
82706478,74973200
101253138,82444325
93716505,87359504
94306346,99352588
103153680,82444325
103874590,90505250
78970915,88604695
84475935,73400355
104398877,73400355
80412699,96403473
82706478,74973200
84475935,73400355
93716505,87359504
94306346,99352588
103153680,82444325
78970915,88604695
101253138,82444325
104398877,79757331
96403473,80412699
79757331,73400355
80019481,74973200
73662508,90505250
103153680,101253138
103153680,82444325
101253138,82444325
104398877,73400355
104398877,79757331
104398877,84475935
84475935,73400355
84475935,79757331
79757331,73400355
80412699,96403473
82706478,74973200
101253138,82444325
