95682569	97124353
95682569	97124353
97124353	95682569
97124353	95682569
100859940	103088130
91160577	77070361
95682569	97124353
100859940	103088130
100925456	77070361
100925456	91160577
97124353	95682569
91160577	77070361
100859940	103088130
91160577	77070361
97124353	95682569
100859940	103088130
100925456	77070361
91160577	77070361
95682569	97124353
91160577	77070361
91160577	77070361
93192213	104333461
91160577	77070361
100859940	103088130
86769686	96075955
86769686	78577816
93192213	72744983
93192213	78577816
77070361	91160577
100859940	103088130
103153807	104333461
97124353	77070361
93192213	104333461
93192213	78577816
104333461	72744983
72744983	96075955
77070361	95682569
97124353	77070361
103153807	78577816
76087453	96075955
76087453	91488257
76087453	72744983
93192213	96075955
104333461	96075955
95682569	77070361
95682569	91160577
103153807	78577816
76087453	96075955
76087453	91488257
97124353	95682569
93192213	78577816
72744983	96075955
72744983	91488257
96075955	91488257
97124353	95682569
103153807	78577816
76087453	96075955
76087453	91488257
76087453	72744983
93192213	78577816
103153807	78577816
95682569	97124353
72744983	96075955
103153807	93192213
76087453	91488257
86769686	96075955
93192213	78577816
78577816	96075955
104333461	96075955
95682569	97124353
72744983	91488257
103153807	72744983
76087453	96075955
76087453	91488257
72744983	104333461
72744983	96075955
104333461	96075955
95682569	97124353
96075955	78577816
103153807	93192213
76087453	96075955
97124353	95682569
93192213	96075955
72744983	96075955
76087453	72744983
76087453	103153807
93192213	104333461
77070361	91160577
103153807	104333461
103153807	78577816
95682569	97124353
104333461	72744983
91488257	72744983
96075955	72744983
75628561	76611625
75628561	83034288
75628561	90505401
76087453	96075955
76611625	90505401
77070361	91160577
103153807	72744983
86769686	91488257
95682569	97124353
91488257	72744983
75628561	76611625
75628561	90505401
76087453	72744983
93192213	78577816
76611625	90505401
77070361	91160577
86769686	96075955
78577816	91488257
95682569	97124353
72744983	91488257
76087453	91488257
76087453	72744983
76611625	83034288
76611625	90505401
77070361	91160577
86769686	91488257
78577816	104333461
78577816	91488257
78577816	72744983
95682569	97124353
104333461	96075955
75628561	76611625
75628561	90505401
93192213	91488257
76611625	83034288
76611625	90505401
77070361	91160577
78577816	91488257
78577816	72744983
95682569	97124353
75628561	76611625
75628561	83034288
75628561	90505401
77070361	91160577
78577816	104333461
78577816	91488257
95682569	97124353
75628561	76611625
75628561	83034288
75628561	90505401
76087453	72744983
93192213	78577816
76611625	83034288
76611625	90505401
77070361	91160577
103153807	91488257
103153807	78577816
78577816	104333461
78577816	91488257
95682569	97124353
90505401	83034288
75628561	76611625
75628561	83034288
75628561	90505401
93192213	91488257
93192213	78577816
103153807	104333461
103153807	91488257
103153807	78577816
86769686	72744983
78577816	104333461
78577816	91488257
95682569	97124353
90505401	83034288
75628561	76611625
75628561	83034288
75628561	90505401
76611625	90505401
77070361	91160577
103153807	104333461
103153807	78577816
86769686	96075955
78577816	104333461
95682569	97124353
91488257	72744983
90505401	83034288
93192213	104333461
77070361	91160577
103153807	91488257
103153807	72744983
86769686	104333461
95682569	97124353
104333461	72744983
91488257	72744983
75628561	76611625
75628561	90505401
93192213	104333461
93192213	91488257
77070361	91160577
86769686	72744983
95682569	97124353
104333461	96075955
104333461	91488257
104333461	72744983
96075955	91488257
75628561	90505401
100925456	79560716
93192213	78577816
76611625	90505401
103153807	72744983
86769686	96075955
86769686	91488257
86769686	72744983
86769686	78577816
78577816	91488257
95682569	97124353
91488257	96075955
96075955	72744983
90505401	83034288
75628561	76611625
100925456	77070361
93192213	78577816
77070361	91160577
103153807	104333461
95682569	97124353
75628561	76611625
75628561	90505401
93192213	104333461
93192213	91488257
93192213	78577816
76611625	90505401
77070361	103153807
77070361	91160577
78577816	91488257
95682569	97124353
104333461	83034288
75628561	76611625
93192213	104333461
93192213	78577816
76611625	72744983
77070361	91160577
78577816	104333461
95682569	97124353
104333461	96075955
75628561	76611625
93192213	104333461
76611625	90505401
77070361	91160577
78577816	104333461
95682569	97124353
104333461	91488257
91160577	83034288
75628561	76611625
75628561	90505401
93192213	91488257
93192213	103088130
76611625	90505401
77070361	96075955
77070361	91160577
103088130	78577816
86769686	72744983
78577816	104333461
95682569	97124353
104333461	96075955
75628561	76611625
75628561	90505401
100859940	104333461
100859940	93192213
93192213	104333461
93192213	103088130
76611625	90505401
77070361	91160577
95617037	79560716
95682569	97124353
75628561	76611625
75628561	90505401
100859940	93192213
76611625	90505401
77070361	104333461
78577816	104333461
78577816	91160577
95682569	97124353
104333461	91160577
75628561	76611625
75628561	90505401
93192213	91488257
76611625	90505401
77070361	104333461
77070361	96075955
77070361	78577816
78577816	104333461
78577816	96075955
78577816	91160577
95682569	97124353
84476072	72744983
75628561	76611625
75628561	90505401
76611625	90505401
77070361	104333461
77070361	96075955
77070361	78577816
86769686	72744983
78577816	104333461
95682569	97124353
104333461	96075955
96075955	91160577
75628561	76611625
75628561	90505401
100859940	91488257
100859940	91160577
93192213	91488257
76611625	90505401
78577816	104333461
78577816	96075955
78577816	91160577
95682569	97124353
