1	984
1	883
1	941
1	650
1	132
1	601
1	63
1	1214
1	339
1	653
1	213
1	545
1	214
1	181
1	325
1	520
1	1594
1	777
1	428
1	190
1	447
1	763
1	448
1	171
1	923
1	117
1	65
1	196
1	274
1	487
1	587
1	372
1	147
1	80
1	945
1	1828
1	488
1	55
1	353
1	429
1	440
1	954
1	346
1	525
1	859
1	106
1	201
1	871
1	504
1	471
1	275
1	425
1	170
1	939
1	634
1	70
1	1339
1	1212
1	387
1	272
1	725
1	124
1	184
1	3
1	544
1	441
1	85
1	280
1	145
1	119
1	991
1	494
1	202
1	649
1	149
1	1218
1	857
1	62
1	205
1	265
1	9
1	779
1	364
1	240
1	477
1	101
1	343
1	884
3	504
3	171
3	871
3	119
3	214
3	545
3	494
3	147
3	85
3	487
3	106
3	488
3	205
3	9
3	190
3	649
3	441
3	477
3	939
3	859
3	425
3	124
3	779
3	149
3	265
3	202
3	117
3	429
3	170
3	275
3	272
3	587
3	857
3	653
3	1212
3	883
3	544
3	884
3	447
3	55
3	471
3	213
3	101
3	339
3	372
3	196
3	1594
3	1339
9	170
9	213
9	634
9	147
9	196
9	1828
9	494
9	1339
9	1212
9	387
9	124
9	441
9	171
9	487
9	214
9	274
9	884
9	871
9	504
9	364
9	117
9	1594
9	859
9	488
9	201
9	544
9	939
9	471
9	275
9	205
9	265
9	190
9	425
9	649
9	272
9	101
9	779
9	85
9	1214
9	429
9	653
9	55
9	202
9	545
9	106
9	149
9	119
9	447
9	339
9	372
9	883
9	857
9	587
9	520
9	477
9	325
9	280
14	634
14	1784
14	991
14	149
14	687
14	1238
14	106
14	582
14	1260
14	219
14	232
14	520
14	387
14	1594
14	1543
14	101
14	181
14	753
14	274
14	290
14	491
14	576
14	866
14	959
14	65
14	605
14	621
14	642
20	387
20	615
20	151
20	1401
20	797
20	502
20	977
20	1232
20	454
20	525
20	577
20	106
20	38
20	513
20	634
20	640
20	687
20	156
20	201
20	1332
20	691
20	159
20	1594
20	34
20	605
20	1870
20	564
20	826
20	496
20	1228
20	939
20	869
20	694
20	753
20	452
20	642
20	582
20	520
20	246
20	883
20	866
34	376
34	638
34	525
34	440
34	769
34	513
34	1332
34	38
34	502
34	246
34	797
34	454
34	1870
34	201
34	841
34	245
34	194
34	387
34	694
34	116
34	634
34	687
34	106
34	466
34	520
34	1218
34	1423
34	615
34	939
34	582
34	1232
34	325
34	836
34	496
34	977
34	826
34	642
34	577
34	564
34	959
34	1228
34	1401
34	605
34	452
34	869
34	151
34	753
34	156
34	159
34	624
34	1336
34	883
34	125
34	691
34	640
34	1237
34	1594
34	1067
34	866
38	634
38	1332
38	502
38	615
38	387
38	977
38	1594
38	156
38	159
38	452
38	201
38	753
38	151
38	605
38	106
38	691
38	513
38	869
38	520
38	582
38	866
38	577
38	1232
38	687
38	246
38	1870
38	642
38	883
55	214
55	779
55	1214
55	265
55	945
55	984
55	346
55	190
55	634
55	494
55	171
55	587
55	857
55	343
55	1594
55	124
55	1339
55	119
55	147
55	196
55	85
55	101
55	213
55	447
55	106
55	339
55	725
55	274
55	883
55	441
55	859
55	649
55	372
55	170
55	205
55	1212
55	184
55	364
55	62
55	429
55	145
55	487
55	201
55	63
55	544
55	428
55	653
55	1828
55	353
55	149
55	488
55	471
55	970
55	763
55	650
55	871
55	939
55	325
55	477
55	545
55	425
55	520
55	387
55	132
55	117
55	504
55	272
55	884
55	275
55	240
55	70
55	280
55	111
55	202
62	428
62	106
62	939
62	649
62	779
62	145
62	653
62	441
62	184
62	265
62	763
62	179
62	425
62	101
62	346
62	70
62	364
62	725
62	544
62	871
62	205
62	119
62	353
62	202
62	945
62	196
62	429
62	587
62	447
62	240
62	650
62	132
62	984
62	63
62	545
62	122
62	117
62	494
62	170
62	272
62	343
62	275
62	883
63	425
63	525
63	184
63	343
63	272
63	448
63	991
63	205
63	240
63	196
63	364
63	346
63	725
63	353
63	440
63	1218
63	777
63	202
63	883
63	494
63	544
63	653
63	145
63	132
63	984
63	119
63	101
63	117
63	441
63	428
63	649
63	871
63	545
63	763
63	65
63	429
63	265
63	650
63	106
63	275
63	779
63	520
63	945
63	170
63	939
63	70
63	923
63	447
63	587
63	181
65	428
65	117
65	525
65	605
65	132
65	240
65	587
65	582
65	1238
65	883
65	777
65	447
65	184
65	687
65	544
65	219
65	621
65	274
65	991
65	649
65	425
65	290
65	149
65	1784
65	170
65	939
65	232
65	448
65	429
65	440
65	119
65	202
65	145
65	196
65	491
65	364
65	520
65	1543
65	1260
65	634
65	343
65	923
65	650
65	576
65	866
65	265
65	387
65	346
65	653
65	70
65	106
65	441
65	545
65	181
65	1594
65	642
65	1218
65	959
65	272
65	753
65	101
65	871
70	777
70	520
70	119
70	941
70	202
70	545
70	184
70	346
70	1218
70	343
70	991
70	649
70	425
70	205
70	353
70	653
70	440
70	954
70	871
70	364
70	487
70	939
70	265
70	122
70	779
70	494
70	179
70	272
70	275
70	132
70	587
70	106
70	80
70	196
70	447
70	725
70	145
70	650
70	544
70	923
70	448
70	429
70	601
70	181
70	240
70	117
70	945
70	984
70	441
70	525
70	170
70	101
70	428
70	883
70	763
80	428
80	117
80	649
80	954
80	119
80	939
80	425
80	544
80	653
80	429
80	101
80	132
80	763
80	205
80	145
80	447
80	941
80	871
80	275
80	487
80	240
80	601
80	196
80	441
80	184
85	653
85	1594
85	477
85	871
85	205
85	147
85	339
85	101
85	275
85	441
85	214
85	857
85	170
85	488
85	883
85	202
85	1339
85	124
85	504
85	213
85	471
85	649
85	117
85	149
85	190
85	545
85	447
85	884
85	372
85	106
85	196
85	544
85	272
85	171
85	587
85	487
85	429
85	494
85	1212
85	265
85	779
85	425
85	859
85	119
85	939
101	871
101	1214
101	275
101	346
101	859
101	1828
101	779
101	149
101	219
101	325
101	272
101	190
101	945
101	488
101	1260
101	797
101	372
101	634
101	429
101	650
101	106
101	1594
101	265
101	694
101	196
101	179
101	642
101	425
101	763
101	440
101	170
101	339
101	119
101	939
101	494
101	923
101	653
101	447
101	520
101	232
101	145
101	954
101	213
101	941
101	649
101	376
101	151
101	343
101	335
101	364
101	466
101	280
101	1238
101	1784
101	970
101	184
101	545
101	1212
101	428
101	504
101	841
101	991
101	687
101	984
101	857
101	124
101	111
101	638
101	487
101	214
101	147
101	471
101	866
101	240
101	564
101	290
101	1218
101	753
101	1423
101	621
101	959
101	1339
101	605
101	387
101	576
101	883
101	769
101	884
101	171
101	274
101	582
101	725
101	477
101	587
101	125
101	181
101	777
101	353
101	491
101	117
101	544
101	132
101	448
101	205
101	122
101	1543
101	601
101	201
101	525
101	577
101	202
101	441
106	777
106	240
106	634
106	471
106	214
106	219
106	440
106	1423
106	117
106	429
106	346
106	196
106	145
106	1201
106	576
106	649
106	866
106	275
106	544
106	171
106	448
106	1237
106	265
106	859
106	447
106	520
106	779
106	124
106	111
106	945
106	650
106	170
106	325
106	494
106	290
106	1218
106	428
106	977
106	587
106	1214
106	753
106	213
106	621
106	339
106	970
106	181
106	272
106	883
106	869
106	1828
106	246
106	156
106	1332
106	122
106	190
106	487
106	691
106	232
106	151
106	477
106	923
106	884
106	1232
106	582
106	1238
106	280
106	991
106	1339
106	147
106	1594
106	132
106	502
106	504
106	1784
106	205
106	513
106	615
106	871
106	159
106	605
106	984
106	201
106	525
106	488
106	642
106	545
106	119
106	959
106	452
106	1260
106	1870
106	149
106	202
106	364
106	441
106	274
106	184
106	1543
106	1212
106	653
106	343
106	372
106	687
106	1067
106	725
106	387
106	1401
106	577
106	353
106	179
106	1228
106	491
106	763
106	425
106	857
106	939
111	117
111	545
111	653
111	132
111	202
111	871
111	487
111	265
111	196
111	883
111	425
111	240
111	779
111	170
111	939
111	587
111	857
111	364
111	272
111	124
111	725
111	970
111	494
111	372
111	205
111	275
111	171
116	156
116	564
116	691
116	502
116	634
116	387
116	513
116	151
116	582
116	1870
116	615
116	1232
116	866
116	1332
116	577
116	869
116	642
116	440
116	452
116	836
116	1218
116	753
116	826
116	201
116	194
117	601
117	196
117	214
117	471
117	487
117	353
117	240
117	372
117	387
117	149
117	1594
117	448
117	202
117	923
117	339
117	984
117	545
117	145
117	429
117	119
117	649
117	346
117	871
117	859
117	440
117	954
117	280
117	970
117	132
117	364
117	945
117	587
117	725
117	425
117	170
117	265
117	763
117	939
117	343
117	779
117	181
117	184
117	124
117	441
117	1828
117	653
117	1212
117	634
117	274
117	488
117	883
117	147
117	325
117	884
117	494
117	201
117	477
117	520
117	777
117	991
117	857
117	1339
117	213
117	171
117	428
117	190
117	205
117	447
117	941
117	525
117	1214
117	1218
117	272
117	544
117	504
117	650
117	275
119	545
119	149
119	587
119	601
119	214
119	725
119	190
119	471
119	1212
119	272
119	487
119	1339
119	941
119	488
119	353
119	428
119	372
119	213
119	132
119	939
119	275
119	170
119	346
119	650
119	124
119	954
119	649
119	763
119	653
119	145
119	857
119	871
119	181
119	202
119	984
119	883
119	991
119	205
119	364
119	504
119	520
119	777
119	884
119	779
119	147
119	1594
119	343
119	441
119	1218
119	122
119	240
119	945
119	525
119	859
119	339
119	447
119	448
119	923
119	440
119	184
119	544
119	429
119	494
119	196
119	477
119	171
119	179
119	425
119	265
122	275
122	428
122	653
122	649
122	447
122	346
